drug_a,drug_b,interaction_type,severity,mechanism_action,clinical_recommendation
aspirin,hepatic_labs,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
clopidogrel,hepatic_labs,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
apixaban,hepatic_labs,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
lisinopril,hepatic_labs,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
losartan,hepatic_labs,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
atorvastatin,hepatic_labs,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
rosuvastatin,hepatic_labs,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ondansetron,hepatic_labs,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
azithromycin,hepatic_labs,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ciprofloxacin,hepatic_labs,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
amlodipine,hypoglycemia risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
hydrochlorothiazide,hypoglycemia risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
chlorthalidone,hypoglycemia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carvedilol,hypoglycemia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metoprolol,hypoglycemia risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
propranolol,hypoglycemia risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
furosemide,hypoglycemia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
torsemide,hypoglycemia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
prednisone,hypoglycemia risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
dexamethasone,hypoglycemia risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
pantoprazole,hypoglycemia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
omeprazole,hypoglycemia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
famotidine,hypoglycemia risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metformin,hypoglycemia risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
glipizide,hypoglycemia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
insulin,hypoglycemia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
levetiracetam,hypoglycemia risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
phenytoin,hypoglycemia risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carbamazepine,hypoglycemia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
valproate,hypoglycemia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
aspirin,hypoglycemia risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
clopidogrel,hypoglycemia risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
apixaban,hypoglycemia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
lisinopril,hypoglycemia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
losartan,hypoglycemia risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
atorvastatin,hypoglycemia risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
rosuvastatin,hypoglycemia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ondansetron,hypoglycemia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
azithromycin,hypoglycemia risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ciprofloxacin,hypoglycemia risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
amlodipine,bradycardia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
hydrochlorothiazide,bradycardia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
chlorthalidone,bradycardia risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carvedilol,bradycardia risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metoprolol,bradycardia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
propranolol,bradycardia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
furosemide,bradycardia risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
torsemide,bradycardia risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
prednisone,bradycardia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
dexamethasone,bradycardia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
pantoprazole,bradycardia risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
omeprazole,bradycardia risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
famotidine,bradycardia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metformin,bradycardia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
glipizide,bradycardia risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
insulin,bradycardia risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
levetiracetam,bradycardia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
phenytoin,bradycardia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carbamazepine,bradycardia risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
valproate,bradycardia risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
aspirin,bradycardia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
clopidogrel,bradycardia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
apixaban,bradycardia risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
lisinopril,bradycardia risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
losartan,bradycardia risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
atorvastatin,bradycardia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
rosuvastatin,bradycardia risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ondansetron,bradycardia risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
azithromycin,bradycardia risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ciprofloxacin,bradycardia risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
amlodipine,bleeding risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
hydrochlorothiazide,bleeding risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
chlorthalidone,bleeding risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carvedilol,bleeding risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metoprolol,bleeding risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
propranolol,bleeding risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
furosemide,bleeding risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
torsemide,bleeding risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
prednisone,bleeding risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
dexamethasone,bleeding risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
pantoprazole,bleeding risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
omeprazole,bleeding risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
famotidine,bleeding risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metformin,bleeding risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
glipizide,bleeding risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
insulin,bleeding risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
levetiracetam,bleeding risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
phenytoin,bleeding risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carbamazepine,bleeding risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
valproate,bleeding risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
aspirin,bleeding risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
clopidogrel,bleeding risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
apixaban,bleeding risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
lisinopril,bleeding risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
losartan,bleeding risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
atorvastatin,bleeding risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
rosuvastatin,bleeding risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ondansetron,bleeding risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
azithromycin,bleeding risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ciprofloxacin,bleeding risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
amlodipine,electrolyte monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
hydrochlorothiazide,electrolyte monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
chlorthalidone,electrolyte monitoring,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carvedilol,electrolyte monitoring,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metoprolol,electrolyte monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
propranolol,electrolyte monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
furosemide,electrolyte monitoring,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
torsemide,electrolyte monitoring,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
prednisone,electrolyte monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
dexamethasone,electrolyte monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
pantoprazole,electrolyte monitoring,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
omeprazole,electrolyte monitoring,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
famotidine,electrolyte monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metformin,electrolyte monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
glipizide,electrolyte monitoring,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
insulin,electrolyte monitoring,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
levetiracetam,electrolyte monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
phenytoin,electrolyte monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carbamazepine,electrolyte monitoring,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
valproate,electrolyte monitoring,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
aspirin,electrolyte monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
clopidogrel,electrolyte monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
apixaban,electrolyte monitoring,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
lisinopril,electrolyte monitoring,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
losartan,electrolyte monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
atorvastatin,electrolyte monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
rosuvastatin,electrolyte monitoring,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ondansetron,electrolyte monitoring,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
azithromycin,electrolyte monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ciprofloxacin,electrolyte monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
amlodipine,sedation risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
hydrochlorothiazide,sedation risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
chlorthalidone,sedation risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carvedilol,sedation risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metoprolol,sedation risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
propranolol,sedation risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
furosemide,sedation risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
torsemide,sedation risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
prednisone,sedation risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
dexamethasone,sedation risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
pantoprazole,sedation risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
omeprazole,sedation risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
famotidine,sedation risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metformin,sedation risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
glipizide,sedation risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
insulin,sedation risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
levetiracetam,sedation risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
phenytoin,sedation risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carbamazepine,sedation risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
valproate,sedation risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
aspirin,sedation risk,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
clopidogrel,sedation risk,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
apixaban,sedation risk,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
lisinopril,sedation risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
losartan,sedation risk,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
atorvastatin,sedation risk,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
rosuvastatin,sedation risk,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ondansetron,sedation risk,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
azithromycin,sedation risk,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
ciprofloxacin,sedation risk,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
amlodipine,blood pressure monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
hydrochlorothiazide,blood pressure monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
chlorthalidone,blood pressure monitoring,mentioned_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
carvedilol,blood pressure monitoring,causes,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
metoprolol,blood pressure monitoring,interacts_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
propranolol,blood pressure monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
furosemide,blood pressure monitoring,causes,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
torsemide,blood pressure monitoring,interacts_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
prednisone,blood pressure monitoring,mentioned_with,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
dexamethasone,blood pressure monitoring,causes,medium,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
pantoprazole,blood pressure monitoring,interacts_with,high,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
omeprazole,blood pressure monitoring,mentioned_with,low,Synthetic clinical safety association used to test medication safety retrieval and rule filtering.,"Review patient-specific context, current labs, and active medication list before final clinical action."
